# Generated by ChargePol
#charge (pos/neg), time (UT sec), bottom height of layer (km), depth of layer (km), x distance from LMA center (km), y distance from LMA center (km), longitude, latitude
charge,time,zmin,zwidth,x,y,lon,lat
# Generated by ChargePol
#charge (pos/neg), time (UT sec), bottom height of layer (km), depth of layer (km), x distance from LMA center (km), y distance from LMA center (km), longitude, latitude
charge,time,zmin,zwidth,x,y,lon,lat
pos,24412.253212,8.702520,2.637511,3.034989,58.107844,-95.338318,30.283810
pos,24424.011328,9.458450,1.429840,36.880354,103.767720,-94.983376,30.695408
pos,24428.965679,9.734630,1.137610,-60.334909,49.229394,-95.999321,30.203775
pos,24429.403569,9.635260,0.737080,-2.702230,40.431558,-95.398163,30.124468
pos,24431.763264,9.077030,1.298770,7.540697,54.983745,-95.291306,30.255648
pos,24455.894523,10.451080,1.387970,9.670473,43.220925,-95.269188,30.149612
pos,24456.195386,7.370690,0.000000,10.460457,39.829590,-95.260986,30.119041
pos,24462.376075,9.545360,0.690739,44.447123,116.675232,-94.903488,30.811762
pos,24462.513702,8.271860,0.963140,35.000822,118.319483,-95.002579,30.826584
pos,24468.767122,9.106070,2.849850,0.341063,57.604476,-95.366440,30.279272
pos,24491.437686,8.327970,2.922240,3.474145,56.096699,-95.333740,30.265680
pos,24508.407304,9.454620,2.493160,8.772279,46.217013,-95.278526,30.176620
pos,24509.186328,9.275020,1.307860,6.876849,35.264576,-95.298363,30.077890
pos,24515.310086,8.774380,1.210320,32.828803,103.543225,-95.025856,30.693384
pos,24535.236528,8.850560,0.737080,-2.857233,77.334224,-95.399879,30.457125
pos,24535.501401,6.780090,0.000000,-4.775986,83.924772,-95.419975,30.516535
pos,24546.012179,12.814090,0.000000,11.339813,34.751263,-95.251877,30.073263
pos,24549.734856,8.348270,3.055200,3.479485,37.011024,-95.333748,30.093634
pos,24556.220316,9.625370,1.211630,3.186628,54.409283,-95.336746,30.250469
pos,24557.517076,8.893120,0.723290,36.158961,79.114950,-94.991806,30.473177
pos,24563.119753,9.491980,3.335140,11.151139,38.067484,-95.253807,30.103157
pos,24592.839405,9.135890,2.166490,2.433835,50.028562,-95.344612,30.210979
